epoch,time,memory_gpu,val_loss,jaccard_old,f1_old,Dice,DiceLabel,F1,F1Label,Jaccard,JaccardLabel,Crossentropy,train_loss
1,18.024957180023193,128779264,1.3120700518290203,0.07819982121388118,0.1937456578016281,0.00970959011465311,5.70034620371492e-05,0.5883150895436605,0.5883150895436605,0.15251295268535614,0.15251295268535614,1.3668982982635498,1.2260246385227551
2,35.982977867126465,128779264,0.9340729117393494,0.12877817700306574,0.2359556903441747,0.01081860437989235,6.351431269043435e-05,0.8337357640266418,0.8337357640266418,0.2134218861659368,0.2134218861659368,1.1886571645736694,0.9057175842198458
3,53.9939980506897,128779264,0.7817500631014506,0.13017562528451285,0.2437023719151815,0.0004230963240843266,2.483931382357696e-06,0.9485896825790405,0.9485896825790405,0.23730758825937906,0.23730758825937906,1.1764283180236816,0.7128421393307772
4,71.97748899459839,128779264,0.7073205908139547,0.13873891532421112,0.24416386087735495,0.0,0.0,0.954392691453298,0.954392691453298,0.23859816789627075,0.23859816789627075,1.1417235533396404,0.582548054781827
5,89.97063422203064,128779264,0.5244026283423106,0.1679911861817042,0.24354683856169382,0.0,0.0,0.9497500459353129,0.9497500459353129,0.23743750154972076,0.23743750154972076,1.044059952100118,0.492655485868454
6,107.88246655464172,128779264,0.4019723137219747,0.18805495897928873,0.2444376746813456,0.0,0.0,0.9565040270487467,0.9565040270487467,0.23912599682807922,0.23912599682807922,0.9734399914741516,0.41570431806824426
7,125.80712604522705,128779264,0.33559192220369977,0.2050242324670156,0.24372060596942902,0.0,0.0,0.95103786389033,0.95103786389033,0.23775946100552878,0.23775946100552878,0.9188696344693502,0.3666771352291107
8,143.64128279685974,128779264,0.3905310829480489,0.19806809226671854,0.2431615044673284,0.0,0.0,0.9468211730321249,0.9468211730321249,0.23670528829097748,0.23670528829097748,0.9551801284154257,0.3255475027994676
9,161.62849187850952,128779264,0.27998050550619763,0.2153802365064621,0.24457899729410806,0.0,0.0,0.9576039711634318,0.9576039711634318,0.23940098782380423,0.23940098782380423,0.8910966316858927,0.283799484372139
10,179.65506625175476,128779264,0.24218824009100595,0.23215722541014353,0.2443939447402954,0.0,0.0,0.9561750690142313,0.9561750690142313,0.23904375731945038,0.23904375731945038,0.8632641633351644,0.2651799145069989
11,197.5257375240326,128779264,0.2417416274547577,0.24097652236620584,0.2431593785683314,0.0,0.0,0.9467866619427999,0.9467866619427999,0.23669666051864624,0.23669666051864624,0.8573688069979349,0.23902989788488907
12,215.3141269683838,128779264,0.3737150927384694,0.20087148249149323,0.2520296076933543,0.008773475148094198,5.150768204960817e-05,0.964065432548523,0.964065432548523,0.2444156954685847,0.2444156954685847,0.9525759617487589,0.22339862855997952
13,233.19347548484802,128779264,0.21759894986947378,0.23289080957571665,0.24556278685728708,3.298563873007273e-05,1.936534440953134e-07,0.9649791320164999,0.9649791320164999,0.24125847717126211,0.24125847717126211,0.8630001942316691,0.2038241665471684
14,250.99627542495728,128779264,0.38204283515612286,0.21578538914521536,0.2941189110279083,0.06773428122202556,0.00039765721885487437,0.9453465938568115,0.9453465938568115,0.2638867199420929,0.2638867199420929,0.9447713494300842,0.19182185693220657
15,268.89619517326355,128779264,0.19485404094060263,0.25760871171951294,0.27155474821726483,0.036441644032796226,0.0002139431113998095,0.9526305794715881,0.9526305794715881,0.25337126354376477,0.25337126354376477,0.8346741199493408,0.17545759271491657
16,286.7973937988281,128779264,0.17655939360459647,0.27489052216211957,0.366135577360789,0.1603655070066452,0.000941480432326595,0.9549451073010763,0.9549451073010763,0.32110974192619324,0.32110974192619324,0.8383341630299886,0.16351902213963596
17,304.7356331348419,128779264,0.15389205515384674,0.28083041310310364,0.34184107184410095,0.12763948738574982,0.0007493511657230556,0.9601304531097412,0.9601304531097412,0.3012400070826213,0.3012400070826213,0.817709763844808,0.1557940115982836
18,322.7262952327728,128779264,0.14242119590441385,0.2854987482229869,0.430258830388387,0.24460335075855255,0.0014360275041932862,0.9636512796084086,0.9636512796084086,0.35405389467875165,0.35405389467875165,0.8163220087687174,0.15252158723094247
19,340.49353981018066,128779264,0.2118241935968399,0.26189808050791424,0.29204098383585614,0.06413010507822037,0.00037649764756982523,0.9472723205884298,0.9472723205884298,0.264796515305837,0.264796515305837,0.8192187945048014,0.14753249084407632
20,358.283739566803,128779264,0.19912898540496826,0.2511436194181442,0.2584550082683563,0.01882004179060459,0.00011048947878104325,0.9544421037038168,0.9544421037038168,0.24617542823155722,0.24617542823155722,0.812891681989034,0.13311990079554645
21,376.2002365589142,128779264,0.13433951636155447,0.30027198791503906,0.36790985862414044,0.16177544494469961,0.0009497579885646701,0.9639740983645121,0.9639740983645121,0.31510257720947266,0.31510257720947266,0.7958948810895284,0.1264714686708017
22,394.1322274208069,128779264,0.12816701084375381,0.3126948078473409,0.4977737267812093,0.3345770637194316,0.0019642488720516362,0.9669519861539205,0.9669519861539205,0.41255874435106915,0.41255874435106915,0.8079119523366293,0.1252530738711357
23,411.90901231765747,128779264,0.24538293977578482,0.24134312073389688,0.24774019916852316,0.00558764393281308,3.2804170293350886e-05,0.9497733314832052,0.9497733314832052,0.23958881199359894,0.23958881199359894,0.808214008808136,0.11224350400946358
24,429.82335019111633,128779264,0.12086244424184163,0.33139026165008545,0.45916656653086346,0.2830864091714223,0.0016619553789496422,0.9668519496917725,0.9668519496917725,0.3742586572964986,0.3742586572964986,0.7898972630500793,0.11473229053345593
25,447.6169674396515,128779264,0.23381726443767548,0.3009633421897888,0.5394336779912313,0.39653592308362323,0.002327999488140146,0.9262723724047343,0.9262723724047343,0.421201487382253,0.421201487382253,0.8587053219477335,0.10805897414684296
26,465.4221625328064,128779264,0.3136855711539586,0.2645098716020584,0.3450780113538106,0.1406765952706337,0.0008258899518599113,0.8962933818499247,0.8962933818499247,0.2873912453651428,0.2873912453651428,0.8652851581573486,0.10229901969432831
27,483.2279226779938,128779264,0.15500199298063913,0.34645705421765643,0.5234132607777914,0.37090251843134564,0.0021775097120553255,0.9585816661516825,0.9585816661516825,0.41810550292332965,0.41810550292332965,0.7989920179049174,0.09685867753895847
28,501.1564829349518,128779264,0.09763987610737483,0.39630815386772156,0.7017598152160645,0.6054825584093729,0.0035546921038379273,0.9735422134399414,0.9735422134399414,0.5752895077069601,0.5752895077069601,0.7936234474182129,0.08304475247859955
29,519.081472158432,128779264,0.09517919520537059,0.42012940843900043,0.6452139814694723,0.5297754804293314,0.0031102277183284364,0.9705541928609213,0.9705541928609213,0.5230849782625834,0.5230849782625834,0.788554310798645,0.08250473236495798
30,536.9259855747223,128779264,0.2161855697631836,0.2670856813589732,0.3105144103368123,0.08788150424758594,0.0005159383775511136,0.9570900797843933,0.9570900797843933,0.27477459112803143,0.27477459112803143,0.7962396542231241,0.07808000255714763
31,554.8466649055481,128779264,0.07647233953078587,0.454502801100413,0.7508051792780558,0.6704992254575094,0.003936394505823652,0.9780595501263937,0.9780595501263937,0.6252570549647013,0.6252570549647013,0.7809040745099386,0.07705809243700722
32,572.6531901359558,128779264,0.10859017570813496,0.39044426878293353,0.60698934396108,0.4804346263408661,0.002820555275926987,0.9712488849957784,0.9712488849957784,0.4874451657136281,0.4874451657136281,0.7831145723660787,0.06631596454165199
33,590.4286186695099,128779264,0.2703762501478195,0.2888333300749461,0.40184465050697327,0.2171436200539271,0.0012748157605528831,0.898341715335846,0.898341715335846,0.3237585922082265,0.3237585922082265,0.857747753461202,0.06143203953450376
34,608.2303807735443,128779264,0.1549984018007914,0.352502981821696,0.5110981861750284,0.3545114000638326,0.002081280069736143,0.9600266218185425,0.9600266218185425,0.40489432215690613,0.40489432215690613,0.7921486496925354,0.05797016485170885
35,626.1138739585876,128779264,0.05006687343120575,0.5029379526774088,0.8163039684295654,0.7567261258761088,0.004442619004597266,0.9884438316027323,0.9884438316027323,0.7061572273572286,0.7061572273572286,0.7676596641540527,0.052041845226829704
36,643.8911657333374,128779264,0.05221946910023689,0.5199657877286276,0.7535562912623087,0.6727180480957031,0.003949420837064584,0.9861773053805033,0.9861773053805033,0.6434700687726339,0.6434700687726339,0.768089751402537,0.0475907332517884
37,661.6907217502594,128779264,0.05888180062174797,0.5623625715573629,0.8349809845288595,0.7822072505950928,0.004592214400569598,0.9837848941485087,0.9837848941485087,0.7293712298075358,0.7293712298075358,0.7714703877766927,0.050790395249019966
38,679.6084780693054,128779264,0.03815293374160925,0.5404176314671835,0.8494714101155599,0.8004059394200643,0.004699055881549914,0.991239865620931,0.991239865620931,0.7500672936439514,0.7500672936439514,0.7632750074068705,0.04939032346010208
39,697.5224854946136,128779264,0.036659080535173416,0.5900772412618002,0.8719286521275839,0.8302880128224691,0.004874489114930232,0.991297205289205,0.991297205289205,0.7819122870763143,0.7819122870763143,0.7627519965171814,0.042614587328650734
40,715.30646443367,128779264,0.04360521708925565,0.6221672495206197,0.8595948417981466,0.8144120176633199,0.004781283903867006,0.9881153305371603,0.9881153305371603,0.7677705685297648,0.7677705685297648,0.7645831108093262,0.0390476289797913
41,733.1001462936401,128779264,0.040409330278635025,0.6225173672040304,0.8726310729980469,0.8315529028574625,0.004881915481140216,0.9887280662854513,0.9887280662854513,0.7823742032051086,0.7823742032051086,0.7642592986424764,0.03712117502635175
42,750.8721895217896,128779264,0.0480632446706295,0.5622912844022115,0.7960959672927856,0.730070432027181,0.0042861274754007654,0.9869906306266785,0.9869906306266785,0.6892185012499491,0.6892185012499491,0.7629489501317342,0.03516674414277077
43,768.8482434749603,128779264,0.0339500792324543,0.6509278217951456,0.8948192795117696,0.8609177271525065,0.005054311205943425,0.9914540847142538,0.9914540847142538,0.8171180089314779,0.8171180089314779,0.7601268490155538,0.03182978335429321
44,786.6403481960297,128779264,0.034127842634916306,0.6533866127332052,0.8838119904200236,0.8462594151496887,0.00496825451652209,0.9912145535151163,0.9912145535151163,0.7998501857121786,0.7998501857121786,0.7590891122817993,0.03136066194962372
45,804.4133434295654,128779264,0.034133867671092354,0.6561506191889445,0.8838737408320109,0.846296230951945,0.004968471049020688,0.99083411693573,0.99083411693573,0.8000053564707438,0.8000053564707438,0.7597117821375529,0.028994810682806103
46,822.1795220375061,128779264,0.03829562167326609,0.6412450671195984,0.8959927558898926,0.8626008828481039,0.005064192848900954,0.9905352393786112,0.9905352393786112,0.8176412383715311,0.8176412383715311,0.7639672756195068,0.031038964505900036
47,840.1055705547333,128779264,0.03187029746671518,0.6714040040969849,0.8919594883918762,0.8570373058319092,0.005031530124445756,0.9914047122001648,0.9914047122001648,0.8121887644131979,0.8121887644131979,0.75875324010849,0.02973544275896116
48,857.8979825973511,128779264,0.03227179807921251,0.6592150727907816,0.8942883014678955,0.8601872523625692,0.005050022931148608,0.9910035729408264,0.9910035729408264,0.814723551273346,0.814723551273346,0.7608035008112589,0.027232554825869473
49,875.8811247348785,128779264,0.030519242708881695,0.725923478603363,0.9160112937291464,0.889034628868103,0.0052193813025951385,0.9915351271629333,0.9915351271629333,0.8498309254646301,0.8498309254646301,0.7585350672403971,0.02574648013846441
50,893.7428929805756,128779264,0.03104006064434846,0.6747174064318339,0.8838056723276774,0.8461432655652364,0.004967572788397471,0.9911560217539469,0.9911560217539469,0.799717644850413,0.799717644850413,0.7583069403966268,0.02569372376257723
51,911.7307529449463,128779264,0.028549121071894962,0.670414924621582,0.8928847312927246,0.8581501245498657,0.005038063041865826,0.9920215606689453,0.9920215606689453,0.8136171301205953,0.8136171301205953,0.7578642765680949,0.024860121309757233
